1788210730.648	94	4675
1788210730.718	95	2182
1788210730.787	96	4690
1788210730.857	97	1962
1788210730.926	98	2756
1788210730.995	99	4147
1788210731.064	100	2549
1788210731.133	101	2011
1788210731.202	102	2601
1788210731.271	103	3250
1788210731.341	104	4052
1788210731.41	105	1874
1788210731.48	106	2150
1788210731.549	107	3681
1788210731.618	108	2328
1788210731.688	109	3934
1788210731.758	110	1814
1788210731.827	111	4421
1788210731.896	112	1884
1788210731.965	113	9
1788210734.251	114	4041
1788210734.321	115	3632
1788210734.39	116	1399
1788210734.458	117	4143
1788210734.527	118	1461
1788210734.596	119	2285
1788210734.665	120	1553
1788210734.734	121	2259
1788210734.803	122	4540
1788210734.873	123	3951
1788210734.942	124	2638
1788210735.015	125	2866
1788210735.084	126	4388
1788210735.152	127	4270
1788210735.222	128	2833
1788210735.291	129	4339
1788210735.36	130	4824
1788210735.429	131	2164
1788210735.497	132	4733
1788210735.566	133	4492
1788210735.636	134	4399
1788210735.705	135	2641
1788210735.774	136	9
1788210737.894	137	3208
1788210737.963	138	4272
1788210738.032	139	2731
1788210738.101	140	2910
1788210738.17	141	3975
1788210738.239	142	4568
1788210738.308	143	4331
1788210738.378	144	1306
1788210738.446	145	4150
1788210738.515	146	1947
1788210738.584	147	3915
1788210738.653	148	4628
1788210738.722	149	1786
1788210738.791	150	2829
1788210738.86	151	2297
1788210738.929	152	3527
1788210738.998	153	1791
1788210739.067	154	3863
1788210739.138	155	2321
1788210739.206	156	3741
1788210739.275	157	3042
1788210739.344	158	4168
1788210739.413	159	4543
1788210739.482	160	3832
1788210739.551	161	1286
1788210739.62	162	1830
1788210739.689	163	1654
1788210739.758	164	9
1788210746.384	165	4459
1788210746.453	166	4776
1788210746.521	167	4271
1788210746.59	168	3487
1788210746.658	169	4551
1788210746.727	170	3971
1788210746.796	171	4778
1788210746.865	172	2891
1788210746.934	173	2639
1788210747.003	174	4462
1788210747.072	175	1752
1788210747.141	176	2649
1788210747.21	177	4583
1788210747.278	178	2736
1788210747.347	179	2540
1788210747.416	180	2970
1788210747.485	181	1411
1788210747.554	182	2888
1788210747.623	183	4434
1788210747.692	184	2735
1788210747.761	185	4419
1788210747.829	186	3827
1788210747.898	187	1884
1788210747.967	188	4222
1788210748.035	189	4704
1788210748.104	190	4263
1788210748.173	191	3420
1788210748.245	192	2383
1788210748.314	193	1369
1788210748.383	194	1435
1788210748.451	195	1860
1788210748.519	196	3333
1788210748.588	197	4661
1788210748.657	198	2262
1788210748.726	199	3613
1788210748.795	200	9
1788210755.543	201	1386
1788210755.612	202	2304
1788210755.681	203	2269
1788210755.749	204	3160
1788210755.818	205	2099
1788210755.887	206	3384
1788210755.957	207	4309
1788210756.026	208	4331
1788210756.095	209	3666
1788210756.164	210	2258
1788210756.233	211	2957
1788210756.302	212	2801
1788210756.371	213	4393
1788210756.44	214	4107
1788210756.509	215	2475
1788210756.579	216	1247
1788210756.647	217	4275
1788210756.716	218	4769
1788210756.786	219	9
1788210766.224	220	3956
1788210766.293	221	4041
1788210766.362	222	4205
1788210766.431	223	2886
1788210766.5	224	3328
1788210766.569	225	4543
1788210766.638	226	3711
1788210766.706	227	1659
1788210766.775	228	4750
1788210766.845	229	2834
1788210766.914	230	4423
1788210766.983	231	3324
1788210767.052	232	1895
1788210767.122	233	4632
1788210767.192	234	3048
1788210767.261	235	3508
1788210767.329	236	1930
1788210767.399	237	2072
1788210767.468	238	1754
1788210767.537	239	4536
1788210767.606	240	4035
1788210767.675	241	3874
1788210767.744	242	1909
1788210767.813	243	2210
1788210767.882	244	3049
1788210767.951	245	3541
1788210768.02	246	3440
1788210768.09	247	1245
1788210768.159	248	1608
1788210768.228	249	2381
1788210768.298	250	4136
1788210768.367	251	4067
1788210768.435	252	9
1788210770.107	253	2817
1788210770.176	254	4048
1788210770.246	255	2797
1788210770.315	256	1359
1788210770.384	257	2266
1788210770.453	258	4121
1788210770.522	259	2438
1788210770.59	260	3456
1788210770.66	261	4602
1788210770.729	262	2637
1788210770.799	263	3622
1788210770.868	264	3733
1788210770.937	265	2771
1788210771.006	266	4094
1788210771.075	267	4700
1788210771.144	268	3824
1788210771.214	269	3658
1788210771.286	270	3742
1788210771.354	271	3364
1788210771.423	272	2205
1788210771.492	273	1231
1788210771.56	274	3308
1788210771.629	275	1736
1788210771.697	276	3347
1788210771.136	277	4729
1788210771.205	278	3755
1788210771.274	279	1709
1788210771.343	280	3308
1788210771.411	281	2510
1788210771.48	282	1690
1788210771.549	283	2854
1788210771.618	284	4321
1788210771.687	285	1462
1788210771.756	286	1988
1788210771.824	287	2315
1788210771.893	288	9
